step,material,param,U234,U235,U236,U237,U238,U239,Np236,Np237,Np238,Np239,Pu236,Pu238,Pu239,Pu240,Pu241,Pu242,Pu243,Am241,Am242,Am243,Am244,Am242m,Cm242,Cm243,Cm244,Cm245,Cm246,Cm247,Cm248,Cm249,Bk249,Bk250,Cf249,Cf250,Cf251,Kr83,Rh103,Rh105,Ag109,I135,Xe131,Xe135,Cs133,Cs134,Cs135,Cs137,Ba140,La140,Nd143,Nd145,Pm147,Pm148,Pm149,Pm148m,Sm147,Sm149,Sm150,Sm151,Sm152,Eu153,Eu154,Eu155,Eu156,Gd152,Gd154,Gd155,Gd156,Gd157,Gd160,lost,total
6,TOT,BURNUP,2.50019
6,TOT,GSRC,9.39197e+06,4.94659e+06,144272,5.78605e+12,1.04448e+06,2.32504e+14,0,213801,1.01255e+11,5.48483e+14,4.23812,1.25844e+07,1.28288e+08,4.15588e+07,523506,931.181,2.95926e+08,1.82659e+06,0,5162.96,1.70173e+06,0,6.0454e+06,1102.16,2318.95,0.281347,0,1.53982e-10,0,1.16971e-08,2.31625e-15,0,5.18034e-13,0,1.59885e-20,0,0,2.4863e+12,0,6.18062e+13,0,2.36264e+13,0,8.74333e+10,0,2.10204e+06,3.18951e+13,9.75798e+13,0,0,6.5289e+07,3.19312e+11,0,5.28637e+11,0,0,0,8.73198e+06,0,0,2.49814e+09,8.37867e+09,4.33776e+11,0,0,0,0,0,0,0,4.10122e+15
6,TOT,H,7.3108e-05,3.00843e-06,1.16728e-06,0.186705,9.83998e-06,24.967,1.97614e-13,2.14083e-07,0.0146302,22.5151,3.54711e-11,0.000108819,0.00245498,0.000358872,1.80415e-05,8.90331e-09,2.64762e-05,2.60243e-06,5.30579e-05,4.82572e-09,1.38325e-07,2.34249e-10,6.008e-05,8.81917e-10,2.65038e-08,1.96282e-13,1.03101e-15,1.57336e-22,6.77093e-23,1.35805e-20,3.48805e-23,0,3.83043e-25,0,1.25346e-32,0,0,0.369609,0,14.44,0,2.14004,0,0.0107603,2.98922e-08,0.0104432,3.5468,20.4263,0,0,0.0121517,0.113407,0.963638,0.0544631,4.66998e-13,0,0,1.90212e-05,0,0,0.000306693,0.000195896,0.0949224,7.74287e-22,0,0,0,0,0,0,1526.84
6,TOT,ING_TOX,4.60651,0.191328,0.0749978,2699.23,0.646446,9179.63,3.54814e-08,0.0301832,100.011,271822,3.2853e-06,27.9526,730.871,106.641,100.934,0.00267698,0.0721221,0.580522,0.219316,0.0011091,0.000358199,0.00376677,0.724146,0.000133872,0.00336515,4.56075e-08,2.45132e-10,3.48575e-17,1.64323e-17,8.87238e-18,6.50187e-18,0,1.32652e-19,0,4.65435e-27,0,0,3699.05,0,43131.1,0,0,0,742.544,0.00491627,4711.47,116986,90177.4,0,0,318.24,1466.76,8342.02,267.585,6.18162e-08,0,0,0.587697,0,0,2.5211,3.14847,772.498,8.99422e-17,0,0,0,0,0,0,2.16103e+06
6,TOT,INH_TOX,883.697,34.6018,13.8826,6748.07,114.924,8159.67,1.66971e-05,13.7196,384.657,339777,0.00151048,13368.6,350818,51187.6,48364,1.22695,0.0729706,278.651,14.6211,0.532369,0.00288117,1.82391,356.038,0.0615809,1.59845,2.15007e-05,1.14395e-07,1.65115e-14,7.68263e-15,1.14482e-17,1.07247e-15,0,2.65305e-17,0,9.17941e-25,0,0,3499.1,0,14840.8,0,0,0,781.625,0.0211399,14134.4,260968,49597.6,0,0,6120,1195.14,6151.19,897.196,1.21109e-05,0,0,23.9876,0,0,66.8092,67.889,1193.86,4.16806e-14,0,0,0,0,0,0,3.49986e+06
6,TOT,MASS,0.40837,50.9255,0.66691,0.00117628,1155.14,0.000273957,5.73595e-09,0.0105431,1.14641e-05,0.0396102,1.92597e-12,0.000191821,1.27387,0.0507921,0.00547604,7.65449e-05,8.81517e-09,2.28838e-05,2.44493e-08,7.51033e-07,1.65549e-11,5.11553e-08,4.92225e-07,4.77244e-10,9.36566e-09,3.4202e-11,1.03365e-13,5.34592e-17,1.39283e-19,6.57337e-25,1.1404e-22,0,2.50506e-24,0,2.20383e-31,0.00584775,0.0265743,0.000319826,0.00137472,0.000354525,0.0459103,0.000252442,0.109946,0.000817089,0.0576631,0.112799,0.0166161,0.00219118,0.091285,0.0746928,0.0356654,8.9283e-05,0.000574445,0.00019899,0.00148529,0.00301294,0.0188657,0.00615814,0.00832503,0.00385786,0.00012605,0.000547724,0.000172145,2.72116e-09,1.14941e-06,7.49923e-06,0.000608689,2.52002e-05,1.95155e-05,0,1374.58
6,TOT,SF,0.00159818,0.000293098,0.00143613,0,784.355,0,0,0,0,0,3.09649e-08,0.226051,0.0090628,24.3141,0,0.0613475,0,1.24812e-05,0,2.05184e-07,0,0,3.68107,0,0.0386993,0,3.05131e-07,0,1.79048e-12,0,3.14369e-18,0,1.97084e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812.689
6,TOT,VOLUME,136.509
6,UO2_4p55,A,9.40103e+07,4.0708e+06,1.5957e+06,3.55161e+12,1.43655e+07,3.39986e+14,2.08714,274393,1.09902e+11,3.39777e+14,37.7621,1.21533e+08,2.92349e+09,4.26563e+08,2.10278e+10,11154.1,8.48495e+08,2.90261e+06,7.31054e+08,5545.51,778694,19825.1,6.03455e+07,892.477,28043,0.217178,0.0011673,1.83461e-10,2.13407e-11,2.86206e-07,6.70296e-09,0,3.79007e-13,0,1.29288e-20,0,0,9.99744e+12,0,4.63775e+13,0,2.37383e+13,0,3.90812e+10,2.45813e+06,3.62421e+11,4.49945e+13,4.50887e+13,0,0,1.224e+12,5.43244e+11,8.42629e+12,1.57403e+11,1.26156,0,0,5.99691e+09,0,0,1.26055e+09,9.83898e+09,3.51136e+11,2.19371e-09,0,0,0,0,0,0,4.79689e+15
6,UO2_4p55,ADENS,7.69739e-06,0.000955803,1.24639e-05,2.18905e-08,0.0214066,5.05555e-09,1.07199e-13,1.96206e-07,2.12448e-10,7.30964e-07,3.59944e-17,3.55476e-09,2.35079e-05,9.33403e-07,1.00217e-07,1.39501e-09,1.59991e-13,4.18785e-10,4.45581e-13,1.36309e-11,2.99228e-16,9.32289e-13,8.97067e-12,8.66177e-15,1.69285e-13,6.15674e-16,1.85312e-18,9.54516e-22,2.47686e-24,1.16423e-29,2.01979e-27,0,4.4368e-29,0,3.87212e-36,3.1113e-07,1.13922e-06,1.34498e-08,5.56867e-08,1.15928e-08,1.54715e-06,8.25486e-09,3.64936e-06,2.69183e-08,1.8856e-06,3.63465e-06,5.23918e-07,6.90894e-08,2.81786e-06,2.27381e-06,1.07093e-06,2.66277e-09,1.7017e-08,5.93449e-09,4.45993e-08,8.92538e-08,5.55141e-07,1.80006e-07,2.41742e-07,1.11291e-07,3.61262e-09,1.55967e-08,4.87034e-09,7.90169e-14,3.29426e-11,2.13542e-10,1.72214e-08,7.08428e-10,5.38319e-10,3.50916e-12,0.0674612
6,UO2_4p55,BURNUP,2.50019
6,UO2_4p55,GSRC,9.39197e+06,4.94659e+06,144272,5.78605e+12,1.04448e+06,2.32504e+14,0,213801,1.01255e+11,5.48483e+14,4.23812,1.25844e+07,1.28288e+08,4.15588e+07,523506,931.181,2.95926e+08,1.82659e+06,0,5162.96,1.70173e+06,0,6.0454e+06,1102.16,2318.95,0.281347,0,1.53982e-10,0,1.16971e-08,2.31625e-15,0,5.18034e-13,0,1.59885e-20,0,0,2.4863e+12,0,6.18062e+13,0,2.36264e+13,0,8.74333e+10,0,2.10204e+06,3.18951e+13,9.75798e+13,0,0,6.5289e+07,3.19312e+11,0,5.28637e+11,0,0,0,8.73198e+06,0,0,2.49814e+09,8.37867e+09,4.33776e+11,0,0,0,0,0,0,0,4.10122e+15
6,UO2_4p55,H,7.3108e-05,3.00843e-06,1.16728e-06,0.186705,9.83998e-06,24.967,1.97614e-13,2.14083e-07,0.0146302,22.5151,3.54711e-11,0.000108819,0.00245498,0.000358872,1.80415e-05,8.90331e-09,2.64762e-05,2.60243e-06,5.30579e-05,4.82572e-09,1.38325e-07,2.34249e-10,6.008e-05,8.81917e-10,2.65038e-08,1.96282e-13,1.03101e-15,1.57336e-22,6.77093e-23,1.35805e-20,3.48805e-23,0,3.83043e-25,0,1.25346e-32,0,0,0.369609,0,14.44,0,2.14004,0,0.0107603,2.98922e-08,0.0104432,3.5468,20.4263,0,0,0.0121517,0.113407,0.963638,0.0544631,4.66998e-13,0,0,1.90212e-05,0,0,0.000306693,0.000195896,0.0949224,7.74287e-22,0,0,0,0,0,0,1526.84
6,UO2_4p55,MDENS,0.00299152,0.373055,0.00488546,8.61687e-06,8.46202,2.00688e-06,4.20187e-11,7.72336e-05,8.39806e-08,0.000290165,1.41087e-14,1.40518e-06,0.00933175,0.000372078,4.01148e-05,5.60731e-07,6.45756e-11,1.67636e-07,1.79104e-10,5.5017e-09,1.21273e-13,3.74739e-10,3.6058e-09,3.49605e-12,6.86082e-11,2.50547e-13,7.57204e-16,3.91616e-19,1.02032e-21,4.81533e-27,8.35398e-25,0,1.83508e-26,0,1.61442e-33,4.28378e-05,0.00019467,2.34289e-06,1.00706e-05,2.59708e-06,0.000336316,1.84927e-06,0.000805409,5.9856e-06,0.000422412,0.000826313,0.000121722,1.60515e-05,0.000668709,0.000547163,0.000261267,6.54043e-07,4.2081e-06,1.4577e-06,1.08805e-05,2.20713e-05,0.000138201,4.51115e-05,6.09851e-05,2.82608e-05,9.23378e-07,4.01236e-06,1.26105e-06,1.99339e-11,8.42e-09,5.49357e-08,4.45896e-06,1.84604e-07,1.42961e-07,0,10.0695
6,UO2_4p55,SF,0.00159818,0.000293098,0.00143613,0,784.355,0,0,0,0,0,3.09649e-08,0.226051,0.0090628,24.3141,0,0.0613475,0,1.24812e-05,0,2.05184e-07,0,0,3.68107,0,0.0386993,0,3.05131e-07,0,1.79048e-12,0,3.14369e-18,0,1.97084e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812.689
6,UO2_4p55,VOLUME,136.509
6,UO2_4p55_ING,TOX,4.60651,0.191328,0.0749978,2699.23,0.646446,9179.63,3.54814e-08,0.0301832,100.011,271822,3.2853e-06,27.9526,730.871,106.641,100.934,0.00267698,0.0721221,0.580522,0.219316,0.0011091,0.000358199,0.00376677,0.724146,0.000133872,0.00336515,4.56075e-08,2.45132e-10,3.48575e-17,1.64323e-17,8.87238e-18,6.50187e-18,0,1.32652e-19,0,4.65435e-27,0,0,3699.05,0,43131.1,0,0,0,742.544,0.00491627,4711.47,116986,90177.4,0,0,318.24,1466.76,8342.02,267.585,6.18162e-08,0,0,0.587697,0,0,2.5211,3.14847,772.498,8.99422e-17,0,0,0,0,0,0,2.16103e+06
6,UO2_4p55_INH,TOX,883.697,34.6018,13.8826,6748.07,114.924,8159.67,1.66971e-05,13.7196,384.657,339777,0.00151048,13368.6,350818,51187.6,48364,1.22695,0.0729706,278.651,14.6211,0.532369,0.00288117,1.82391,356.038,0.0615809,1.59845,2.15007e-05,1.14395e-07,1.65115e-14,7.68263e-15,1.14482e-17,1.07247e-15,0,2.65305e-17,0,9.17941e-25,0,0,3499.1,0,14840.8,0,0,0,781.625,0.0211399,14134.4,260968,49597.6,0,0,6120,1195.14,6151.19,897.196,1.21109e-05,0,0,23.9876,0,0,66.8092,67.889,1193.86,4.16806e-14,0,0,0,0,0,0,3.49986e+06
7,TOT,A,9.34628e+07,4.01641e+06,1.90085e+06,3.94212e+12,1.43614e+07,3.41229e+14,3.19302,355727,1.436e+11,3.41018e+14,70.2723,1.89958e+08,3.45457e+09,5.95658e+08,3.51153e+10,22560.9,1.71628e+09,5.85113e+06,1.47852e+09,13565.7,1.91151e+06,46931.5,1.4548e+08,2613.19,83104,0.779404,0.00506801,9.70333e-10,1.35517e-10,1.81978e-06,5.09024e-08,0,3.45716e-12,0,1.20402e-19,0,0,1.03646e+13,0,4.63777e+13,0,2.3772e+13,0,5.71391e+10,2.95454e+06,4.34658e+11,4.49409e+13,4.50525e+13,0,0,1.4775e+12,6.65688e+11,8.50666e+12,1.99006e+11,1.86481,0,0,6.77887e+09,0,0,1.83005e+09,1.11687e+10,3.91238e+11,4.1477e-09,0,0,0,0,0,0,4.81484e+15
7,TOT,ADENS,7.65255e-06,0.000943032,1.48474e-05,2.42974e-08,0.0214005,5.07403e-09,1.63998e-13,2.54365e-07,2.77587e-10,7.33634e-07,6.69827e-17,5.55615e-09,2.77784e-05,1.30341e-06,1.67357e-07,2.82163e-09,3.23619e-13,8.44194e-10,9.01166e-13,3.33447e-11,7.34534e-16,2.20699e-12,2.16264e-11,2.53618e-14,5.01669e-13,2.20952e-15,8.04564e-18,5.04849e-21,1.57285e-23,7.4025e-29,1.53383e-26,0,4.04708e-28,0,3.60599e-35,3.71511e-07,1.48858e-06,1.39438e-08,7.2587e-08,1.15928e-08,1.88443e-06,8.26658e-09,4.4274e-06,3.93561e-08,2.26639e-06,4.3591e-06,5.23294e-07,6.90339e-08,3.47909e-06,2.72193e-06,1.29274e-06,3.26294e-09,1.71793e-08,7.50305e-09,6.5926e-08,9.02375e-08,6.89122e-07,2.03478e-07,3.0282e-07,1.37829e-07,5.24473e-09,1.77046e-08,5.42657e-09,1.49399e-13,5.74789e-11,2.62142e-10,2.3292e-08,7.56655e-10,6.85857e-10,4.21482e-12,0.067473
7,TOT,BURNUP,3.00022
7,TOT,GSRC,9.33727e+06,4.8805e+06,171861,6.42224e+12,1.04418e+06,2.33354e+14,0,277174,1.32301e+11,5.50487e+14,7.88681,1.96696e+07,1.51593e+08,5.80333e+07,874226,1883.46,5.98581e+08,3.68207e+06,0,12629.9,4.17734e+06,0,1.45742e+07,3227.15,6872.1,1.00969,0,8.14419e-10,0,7.43733e-08,1.75896e-14,0,4.72531e-12,0,1.48896e-19,0,0,2.57762e+12,0,6.18065e+13,0,2.36599e+13,0,1.27833e+11,0,2.52101e+06,3.18571e+13,9.75014e+13,0,0,7.88111e+07,3.91284e+11,0,6.68362e+11,0,0,0,9.87058e+06,0,0,3.62675e+09,9.51104e+09,4.83317e+11,0,0,0,0,0,0,0,4.11182e+15
7,TOT,H,7.26822e-05,2.96823e-06,1.39051e-06,0.207233,9.83716e-06,25.0583,3.0232e-13,2.7754e-07,0.019116,22.5973,6.6009e-11,0.000170086,0.00290095,0.000501133,3.01283e-05,1.80084e-08,5.35544e-05,5.24602e-06,0.000107307,1.1805e-08,3.39555e-07,5.54532e-10,0.00014484,2.58226e-09,7.85427e-08,7.04411e-13,4.47632e-15,8.32158e-22,4.29966e-22,8.63489e-20,2.64883e-22,0,3.49397e-24,0,1.16731e-31,0,0,0.383184,0,14.4401,0,2.14308,0,0.0157321,3.59288e-08,0.0125247,3.54257,20.4099,0,0,0.0146684,0.138969,0.97283,0.0688583,6.90309e-13,0,0,2.15015e-05,0,0,0.000445252,0.000222371,0.105763,1.46396e-21,0,0,0,0,0,0,1525.83
7,TOT,ING_TOX,4.57967,0.188771,0.08934,2996.01,0.646261,9213.19,5.42814e-08,0.0391299,130.676,272815,6.11369e-06,43.6904,863.642,148.915,168.553,0.00541462,0.145884,1.17023,0.443556,0.00271315,0.000879293,0.00891699,1.74576,0.000391978,0.00997248,1.63675e-07,1.06428e-09,1.84363e-16,1.04348e-16,5.64131e-17,4.93754e-17,0,1.21e-18,0,4.33446e-26,0,0,3834.91,0,43131.3,0,0,0,1085.64,0.00590909,5650.55,116846,90105,0,0,384.151,1797.36,8421.6,338.311,9.13758e-08,0,0,0.66433,0,0,3.66009,3.57399,860.724,1.70056e-16,0,0,0,0,0,0,2.19424e+06
7,TOT,INH_TOX,878.55,34.1395,16.5374,7490.03,114.891,8189.5,2.55442e-05,17.7863,502.598,341018,0.00281089,20895.4,414548,71479,80765.2,2.4817,0.1476,561.709,29.5704,1.30231,0.00707257,4.3177,858.332,0.18031,4.73693,7.7161e-05,4.96665e-07,8.733e-14,4.87861e-14,7.27911e-17,8.14439e-15,0,2.42001e-16,0,8.54851e-24,0,0,3627.62,0,14840.9,0,0,0,1142.78,0.0254091,16951.7,260657,49557.7,0,0,7387.52,1464.51,6209.87,1134.34,1.79022e-05,0,0,27.1155,0,0,96.9925,77.0641,1330.21,7.88063e-14,0,0,0,0,0,0,3.81142e+06
7,TOT,MASS,0.405991,50.2451,0.794447,0.00130562,1154.81,0.000274959,8.77517e-09,0.0136682,1.49792e-05,0.0397549,3.58408e-12,0.000299819,1.50528,0.0709268,0.00914467,0.000154824,1.78308e-08,4.61296e-05,4.94476e-08,1.83722e-06,4.06383e-11,1.21099e-07,1.18665e-06,1.39738e-09,2.77547e-08,1.22743e-10,4.48778e-13,2.82749e-16,8.84471e-19,4.17954e-24,8.66018e-22,0,2.28502e-23,0,2.05236e-30,0.00698262,0.0347237,0.000331573,0.00179194,0.000354526,0.0559187,0.000252801,0.133386,0.00119463,0.069308,0.135282,0.0165963,0.00218942,0.112705,0.0894132,0.0430521,0.000109407,0.000579924,0.000251585,0.00219554,0.00304614,0.0234188,0.00696113,0.0104284,0.00477779,0.000182997,0.000621749,0.000191805,5.14495e-09,2.00551e-06,9.20598e-06,0.000823255,2.69157e-05,2.48641e-05,0,1374.58
7,TOT,SF,0.00158887,0.000289182,0.00171077,0,784.13,0,0,0,0,0,5.76233e-08,0.353322,0.0107092,33.9525,0,0.124085,0,2.51599e-05,0,5.01932e-07,0,0,8.87428,0,0.114684,0,1.32478e-06,0,1.13699e-11,0,2.38732e-17,0,1.79772e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827.563
7,TOT,VOLUME,136.509
7,UO2_4p55,A,9.34628e+07,4.01641e+06,1.90085e+06,3.94212e+12,1.43614e+07,3.41229e+14,3.19302,355727,1.436e+11,3.41018e+14,70.2723,1.89958e+08,3.45457e+09,5.95658e+08,3.51153e+10,22560.9,1.71628e+09,5.85113e+06,1.47852e+09,13565.7,1.91151e+06,46931.5,1.4548e+08,2613.19,83104,0.779404,0.00506801,9.70333e-10,1.35517e-10,1.81978e-06,5.09024e-08,0,3.45716e-12,0,1.20402e-19,0,0,1.03646e+13,0,4.63777e+13,0,2.3772e+13,0,5.71391e+10,2.95454e+06,4.34658e+11,4.49409e+13,4.50525e+13,0,0,1.4775e+12,6.65688e+11,8.50666e+12,1.99006e+11,1.86481,0,0,6.77887e+09,0,0,1.83005e+09,1.11687e+10,3.91238e+11,4.1477e-09,0,0,0,0,0,0,4.81484e+15
7,UO2_4p55,ADENS,7.65255e-06,0.000943032,1.48474e-05,2.42974e-08,0.0214005,5.07403e-09,1.63998e-13,2.54365e-07,2.77587e-10,7.33634e-07,6.69827e-17,5.55615e-09,2.77784e-05,1.30341e-06,1.67357e-07,2.82163e-09,3.23619e-13,8.44194e-10,9.01166e-13,3.33447e-11,7.34534e-16,2.20699e-12,2.16264e-11,2.53618e-14,5.01669e-13,2.20952e-15,8.04564e-18,5.04849e-21,1.57285e-23,7.4025e-29,1.53383e-26,0,4.04708e-28,0,3.60599e-35,3.71511e-07,1.48858e-06,1.39438e-08,7.2587e-08,1.15928e-08,1.88443e-06,8.26658e-09,4.4274e-06,3.93561e-08,2.26639e-06,4.3591e-06,5.23294e-07,6.90339e-08,3.47909e-06,2.72193e-06,1.29274e-06,3.26294e-09,1.71793e-08,7.50305e-09,6.5926e-08,9.02375e-08,6.89122e-07,2.03478e-07,3.0282e-07,1.37829e-07,5.24473e-09,1.77046e-08,5.42657e-09,1.49399e-13,5.74789e-11,2.62142e-10,2.3292e-08,7.56655e-10,6.85857e-10,4.21482e-12,0.067473
7,UO2_4p55,BURNUP,3.00022
7,UO2_4p55,GSRC,9.33727e+06,4.8805e+06,171861,6.42224e+12,1.04418e+06,2.33354e+14,0,277174,1.32301e+11,5.50487e+14,7.88681,1.96696e+07,1.51593e+08,5.80333e+07,874226,1883.46,5.98581e+08,3.68207e+06,0,12629.9,4.17734e+06,0,1.45742e+07,3227.15,6872.1,1.00969,0,8.14419e-10,0,7.43733e-08,1.75896e-14,0,4.72531e-12,0,1.48896e-19,0,0,2.57762e+12,0,6.18065e+13,0,2.36599e+13,0,1.27833e+11,0,2.52101e+06,3.18571e+13,9.75014e+13,0,0,7.88111e+07,3.91284e+11,0,6.68362e+11,0,0,0,9.87058e+06,0,0,3.62675e+09,9.51104e+09,4.83317e+11,0,0,0,0,0,0,0,4.11182e+15
7,UO2_4p55,H,7.26822e-05,2.96823e-06,1.39051e-06,0.207233,9.83716e-06,25.0583,3.0232e-13,2.7754e-07,0.019116,22.5973,6.6009e-11,0.000170086,0.00290095,0.000501133,3.01283e-05,1.80084e-08,5.35544e-05,5.24602e-06,0.000107307,1.1805e-08,3.39555e-07,5.54532e-10,0.00014484,2.58226e-09,7.85427e-08,7.04411e-13,4.47632e-15,8.32158e-22,4.29966e-22,8.63489e-20,2.64883e-22,0,3.49397e-24,0,1.16731e-31,0,0,0.383184,0,14.4401,0,2.14308,0,0.0157321,3.59288e-08,0.0125247,3.54257,20.4099,0,0,0.0146684,0.138969,0.97283,0.0688583,6.90309e-13,0,0,2.15015e-05,0,0,0.000445252,0.000222371,0.105763,1.46396e-21,0,0,0,0,0,0,1525.83
7,UO2_4p55,MDENS,0.00297409,0.368071,0.00581973,9.56431e-06,8.4596,2.01421e-06,6.42826e-11,0.000100127,1.0973e-07,0.000291225,2.62552e-14,2.19633e-06,0.011027,0.000519575,6.69894e-05,1.13417e-06,1.30619e-10,3.37923e-07,3.62229e-10,1.34586e-08,2.97696e-13,8.87112e-10,8.6928e-09,1.02365e-11,2.03317e-10,8.99156e-13,3.28753e-15,2.07128e-18,6.4792e-21,3.06172e-26,6.34402e-24,0,1.67389e-25,0,1.50346e-32,5.11513e-05,0.000254369,2.42894e-06,1.31269e-05,2.59709e-06,0.000409633,1.8519e-06,0.000977123,8.7513e-06,0.000507716,0.000991013,0.000121577,1.60386e-05,0.000825625,0.000654998,0.000315379,8.01462e-07,4.24824e-06,1.84299e-06,1.60834e-05,2.23146e-05,0.000171555,5.09939e-05,7.63933e-05,3.49997e-05,1.34054e-06,4.55463e-06,1.40507e-06,3.76894e-11,1.46914e-08,6.74385e-08,6.03076e-06,1.97171e-07,1.82142e-07,0,10.0695
7,UO2_4p55,SF,0.00158887,0.000289182,0.00171077,0,784.13,0,0,0,0,0,5.76233e-08,0.353322,0.0107092,33.9525,0,0.124085,0,2.51599e-05,0,5.01932e-07,0,0,8.87428,0,0.114684,0,1.32478e-06,0,1.13699e-11,0,2.38732e-17,0,1.79772e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827.563
7,UO2_4p55,VOLUME,136.509
7,UO2_4p55_ING,TOX,4.57967,0.188771,0.08934,2996.01,0.646261,9213.19,5.42814e-08,0.0391299,130.676,272815,6.11369e-06,43.6904,863.642,148.915,168.553,0.00541462,0.145884,1.17023,0.443556,0.00271315,0.000879293,0.00891699,1.74576,0.000391978,0.00997248,1.63675e-07,1.06428e-09,1.84363e-16,1.04348e-16,5.64131e-17,4.93754e-17,0,1.21e-18,0,4.33446e-26,0,0,3834.91,0,43131.3,0,0,0,1085.64,0.00590909,5650.55,116846,90105,0,0,384.151,1797.36,8421.6,338.311,9.13758e-08,0,0,0.66433,0,0,3.66009,3.57399,860.724,1.70056e-16,0,0,0,0,0,0,2.19424e+06
7,UO2_4p55_INH,TOX,878.55,34.1395,16.5374,7490.03,114.891,8189.5,2.55442e-05,17.7863,502.598,341018,0.00281089,20895.4,414548,71479,80765.2,2.4817,0.1476,561.709,29.5704,1.30231,0.00707257,4.3177,858.332,0.18031,4.73693,7.7161e-05,4.96665e-07,8.733e-14,4.87861e-14,7.27911e-17,8.14439e-15,0,2.42001e-16,0,8.54851e-24,0,0,3627.62,0,14840.9,0,0,0,1142.78,0.0254091,16951.7,260657,49557.7,0,0,7387.52,1464.51,6209.87,1134.34,1.79022e-05,0,0,27.1155,0,0,96.9925,77.0641,1330.21,7.88063e-14,0,0,0,0,0,0,3.81142e+06
8,TOT,A,9.29126e+07,3.9627e+06,2.2017e+06,4.28336e+12,1.43572e+07,3.42626e+14,4.58212,444282,1.80634e+11,3.42413e+14,122.616,2.77249e+08,3.96462e+09,7.85188e+08,5.36665e+10,40587.4,3.13237e+09,1.04939e+07,2.65778e+09,28896.3,4.11872e+06,96133.8,3.02848e+08,6417.84,208123,2.2791,0.0173938,3.89986e-09,6.42871e-10,8.76801e-06,2.85231e-07,0,2.25503e-11,0,8.01425e-19,0,0,1.07133e+13,0,4.63779e+13,0,2.37881e+13,0,7.83834e+10,3.45116e+06,5.06808e+11,4.48659e+13,4.49908e+13,0,0,1.72214e+12,7.78367e+11,8.58262e+12,2.3818e+11,2.57656,0,0,7.46247e+09,0,0,2.50862e+09,1.23858e+10,4.28126e+11,7.02072e-09,0,0,0,0,0,0,4.82905e+15
8,TOT,ADENS,7.60751e-06,0.000930421,1.71973e-05,2.64006e-08,0.0213943,5.09479e-09,2.35344e-13,3.17687e-07,3.49177e-10,7.36634e-07,1.16876e-16,8.10934e-09,3.18797e-05,1.71814e-06,2.55772e-07,5.07616e-09,5.90635e-13,1.51404e-09,1.61993e-12,7.10274e-11,1.5827e-15,4.52076e-12,4.502e-11,6.22871e-14,1.25637e-12,6.46098e-15,2.76133e-17,2.02903e-20,7.46136e-23,3.56666e-28,8.59481e-26,0,2.63983e-27,0,2.40024e-34,4.31272e-07,1.85068e-06,1.44128e-08,9.11758e-08,1.15929e-08,2.22e-06,8.27218e-09,5.20307e-06,5.39887e-08,2.64733e-06,5.08269e-06,5.22421e-07,6.89395e-08,4.13438e-06,3.16758e-06,1.50678e-06,3.81525e-09,1.73327e-08,8.98001e-09,9.10882e-08,9.1019e-08,8.2421e-07,2.23997e-07,3.66422e-07,1.65774e-07,7.18946e-09,1.9634e-08,5.93821e-09,2.52884e-13,9.19421e-11,3.07355e-10,2.99977e-08,8.02759e-10,8.45478e-10,4.92101e-12,0.0674849
8,TOT,BURNUP,3.50026
8,TOT,GSRC,9.28231e+06,4.81523e+06,199062,6.97816e+12,1.04388e+06,2.34309e+14,0,346175,1.66421e+11,5.52739e+14,13.7615,2.87082e+07,1.73975e+08,7.64986e+07,1.33608e+06,3388.38,1.09246e+09,6.60371e+06,0,26903,9.00091e+06,0,3.03393e+07,7925.7,17210.3,2.9525,0,3.27322e-09,0,3.58344e-07,9.8563e-14,0,3.08222e-11,0,9.91093e-19,0,0,2.66432e+12,0,6.18067e+13,0,2.36759e+13,0,1.75361e+11,0,2.93949e+06,3.1804e+13,9.73679e+13,0,0,9.18603e+07,4.57515e+11,0,7.99929e+11,0,0,0,1.0866e+07,0,0,4.97154e+09,1.05475e+10,5.28887e+11,0,0,0,0,0,0,0,4.12049e+15
8,TOT,H,7.22544e-05,2.92854e-06,1.61058e-06,0.225172,9.83432e-06,25.1608,4.33842e-13,3.46631e-07,0.024046,22.6897,1.15177e-10,0.000248245,0.00332927,0.000660587,4.6045e-05,3.23973e-08,9.77416e-05,9.40862e-06,0.000192894,2.51457e-08,7.3164e-07,1.13589e-09,0.000301516,6.3419e-09,1.967e-07,2.05981e-12,1.53631e-14,3.34451e-21,2.03969e-21,4.16044e-19,1.48427e-21,0,2.27905e-23,0,7.7699e-31,0,0,0.396073,0,14.4402,0,2.14453,0,0.0215813,4.19679e-08,0.0146037,3.53667,20.382,0,0,0.0170971,0.162491,0.981516,0.082413,9.53782e-13,0,0,2.36698e-05,0,0,0.000610349,0.000246604,0.115735,2.47801e-21,0,0,0,0,0,0,1524.54
