step,param,U234,U235,U236,U237,U238,U239,Np236,Np237,Np238,Np239,Pu236,Pu238,Pu239,Pu240,Pu241,Pu242,Pu243,Am241,Am242,Am243,Am244,Am242m,Cm242,Cm243,Cm244,Cm245,Cm246,Cm247,Cm248,Cm249,Bk249,Bk250,Cf249,Cf250,Cf251,Kr83,Rh103,Rh105,Ag109,I135,Xe131,Xe135,Cs133,Cs134,Cs135,Cs137,Ba140,La140,Nd143,Nd145,Pm147,Pm148,Pm149,Pm148m,Sm147,Sm149,Sm150,Sm151,Sm152,Eu153,Eu154,Eu155,Eu156,Gd152,Gd154,Gd155,Gd156,Gd157,Gd160,Lost,Total
11,DAYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.807
12,DAYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.614
13,DAYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.421
14,DAYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.23
15,DAYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1269.04
16,DAYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1522.84
17,DAYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1776.65
18,DAYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2030.46
19,DAYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2284.26
20,DAYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2538.07
21,DAYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2791.88
22,DAYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3045.69
0,GSRC,9.66905e+06,5.29072e+06,0,0,1.04596e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60057e+07
1,GSRC,9.6584e+06,5.27652e+06,5875.38,1.24854e+12,1.0459e+06,2.16453e+14,0,1446.27,2.70676e+08,3.95248e+14,9.91452e-05,971.88,2.63849e+06,40078.1,17.4259,0.0011314,259.833,2.25339,0,0.000162094,0.0291267,0,0.144239,8.57025e-07,2.2945e-06,1.10279e-11,0,7.80615e-24,0,0,0,0,0,0,0,0,0,1.79716e+12,0,6.17301e+13,0,2.30343e+13,0,1.73352e+07,0,84240.9,7.76522e+12,1.43041e+13,0,0,465750,4.40285e+08,0,3.1781e+08,0,0,0,335850,0,0,1.65347e+06,4.70224e+08,3.26312e+10,0,0,0,0,0,0,0,3.59618e+15
2,GSRC,9.6153e+06,5.22012e+06,29279.7,3.21199e+12,1.04568e+06,2.19384e+14,0,22631,8.7654e+09,5.1724e+14,0.0191544,187863,2.37451e+07,1.58143e+06,3617.88,1.20559,340590,2389.84,0,1.11384,310.146,0,1349.79,0.0429892,0.0873854,1.98444e-06,0,3.7852e-17,0,4.76188e-16,1.83528e-23,0,0,0,0,0,0,2.07501e+12,0,6.17716e+13,0,2.31562e+13,0,2.01284e+09,0,421243,2.40763e+13,6.98658e+13,0,0,8.02023e+06,2.45584e+10,0,2.44094e+10,0,0,0,2.1696e+06,0,0,8.15855e+07,2.21035e+09,1.44139e+11,0,0,0,0,0,0,0,3.94307e+15
3,GSRC,9.56154e+06,5.15047e+06,58160.9,4.00653e+12,1.04539e+06,2.20288e+14,0,61498.1,2.6496e+10,5.1968e+14,0.193469,1.25749e+06,5.01933e+07,6.70218e+06,31569.3,21.6067,6.32454e+06,42769.2,0,42.5377,12633.7,0,53340.4,3.5418,6.90161,0.000313263,0,2.44249e-14,0,6.32359e-13,4.98725e-20,0,4.38399e-18,0,0,0,0,2.17985e+12,0,6.17878e+13,0,2.32201e+13,0,1.11312e+10,0,842133,3.00878e+13,9.10536e+13,0,0,2.20451e+07,8.8229e+10,0,1.11665e+11,0,0,0,4.17565e+06,0,0,3.61844e+08,4.09961e+09,2.39364e+11,0,0,0,0,0,0,0,4.00687e+15
4,GSRC,9.5079e+06,5.08177e+06,86620.6,4.59019e+12,1.04511e+06,2.21344e+14,0,106961,4.75962e+10,5.2217e+14,0.811257,3.52386e+06,7.55605e+07,1.50047e+07,107317,111.956,3.30261e+07,220943,0,338.553,102694,0,425072,43.3122,83.8538,0.00573837,0,1.03838e-12,0,4.12604e-11,4.89552e-18,0,6.49806e-16,0,0,0,0,2.27916e+12,0,6.17862e+13,0,2.32659e+13,0,2.78388e+10,0,1.26254e+06,3.15499e+13,9.62515e+13,0,0,3.68315e+07,1.61509e+11,0,2.34201e+11,0,0,0,5.90205e+06,0,0,8.41075e+08,5.72922e+09,3.12426e+11,0,0,0,0,0,0,0,4.03661e+15
5,GSRC,9.4548e+06,5.01395e+06,114667,5.1622e+12,1.04482e+06,2.22396e+14,0,158183,7.15492e+10,5.24651e+14,2.13707,7.16101e+06,9.99049e+07,2.6123e+07,250428,352.186,1.0553e+08,693189,0,1454.37,449916,0,1.79329e+06,246.962,487.869,0.044537,0,1.44632e-11,0,7.86526e-10,1.24615e-16,0,2.21689e-14,0,6.21561e-22,0,0,2.37365e+12,0,6.17864e+13,0,2.32915e+13,0,5.21025e+10,0,1.68247e+06,3.18705e+13,9.74344e+13,0,0,5.13505e+07,2.34206e+11,0,3.67767e+11,0,0,0,7.39173e+06,0,0,1.5204e+09,7.15928e+09,3.73081e+11,0,0,0,0,0,0,0,4.05585e+15
6,GSRC,9.40153e+06,4.947e+06,142322,5.75604e+12,1.04454e+06,2.23159e+14,0,215232,9.83894e+10,5.26451e+14,4.47135,1.23325e+07,1.23245e+08,3.97393e+07,476865,846.262,2.55912e+08,1.66008e+06,0,4442.91,1.38373e+06,0,5.37286e+06,936.095,1880.48,0.215227,0,1.11312e-10,0,7.59973e-09,1.50206e-15,0,3.35399e-13,0,9.51617e-21,0,0,2.46482e+12,0,6.17855e+13,0,2.33269e+13,0,8.37767e+10,0,2.10189e+06,3.19048e+13,9.761e+13,0,0,6.54135e+07,3.04285e+11,0,5.0166e+11,0,0,0,8.68187e+06,0,0,2.39951e+09,8.42608e+09,4.26968e+11,0,0,0,0,0,0,0,4.06919e+15
7,GSRC,9.34862e+06,4.88087e+06,169592,6.27971e+12,1.04425e+06,2.2423e+14,0,277608,1.28049e+11,5.28975e+14,8.63269,1.92047e+07,1.45659e+08,5.55829e+07,797340,1715.67,5.17127e+08,3.35294e+06,0,10894,3.43219e+06,0,1.29952e+07,2747.49,5618.95,0.774807,0,5.84085e-10,0,4.85288e-08,1.1474e-14,0,3.07688e-12,0,8.88137e-20,0,0,2.55242e+12,0,6.17873e+13,0,2.33459e+13,0,1.22568e+11,0,2.52082e+06,3.18698e+13,9.75399e+13,0,0,7.89965e+07,3.72138e+11,0,6.32919e+11,0,0,0,9.80222e+06,0,0,3.48074e+09,9.57194e+09,4.75109e+11,0,0,0,0,0,0,0,4.08051e+15
8,GSRC,9.29568e+06,4.81555e+06,196491,6.83458e+12,1.04396e+06,2.25391e+14,0,345256,1.60255e+11,5.31712e+14,14.5636,2.79228e+07,1.67213e+08,7.33671e+07,1.2226e+06,3094.49,9.46017e+08,6.02555e+06,0,23254.3,7.35202e+06,0,2.71222e+07,6756.76,14061.5,2.26856,0,2.35448e-09,0,2.31107e-07,6.37181e-14,0,1.99878e-11,0,5.85575e-19,0,0,2.63672e+12,0,6.17879e+13,0,2.33632e+13,0,1.6832e+11,0,2.93924e+06,3.18184e+13,9.74119e+13,0,0,9.21042e+07,4.39029e+11,0,7.61928e+11,0,0,0,1.0778e+07,0,0,4.76775e+09,1.06148e+10,5.20268e+11,0,0,0,0,0,0,0,4.09004e+15
9,GSRC,9.24302e+06,4.75099e+06,223020,7.36727e+12,1.04366e+06,2.25947e+14,0,418057,1.95329e+11,5.33024e+14,22.3107,3.86479e+07,1.87884e+08,9.28953e+07,1.75592e+06,5126.61,1.56388e+09,9.94368e+06,0,44393.7,1.41681e+07,0,5.08128e+07,14605.3,31044.4,5.72609,0,7.8775e-09,0,8.92057e-07,2.80279e-13,0,1.00681e-10,0,2.97698e-18,0,0,2.71804e+12,0,6.17881e+13,0,2.33645e+13,0,2.20879e+11,0,3.35714e+06,3.17645e+13,9.72738e+13,0,0,1.04758e+08,5.01821e+11,0,8.84891e+11,0,0,0,1.16312e+07,0,0,6.26228e+09,1.15902e+10,5.61642e+11,0,0,0,0,0,0,0,4.09586e+15
10,GSRC,9.19068e+06,4.68719e+06,249200,7.85207e+12,1.04337e+06,2.27142e+14,0,495539,2.3264e+11,5.35842e+14,33.2069,5.15152e+07,2.07761e+08,1.13994e+08,2.40346e+06,7961.66,2.45605e+09,1.53769e+07,0,78459.2,2.50625e+07,0,8.78105e+07,28720,62011.1,12.9755,0,2.27398e-08,0,2.93984e-06,1.03487e-12,0,4.18408e-10,5.53818e-21,1.26116e-17,0,0,2.79768e+12,0,6.17917e+13,0,2.3377e+13,0,2.80154e+11,0,3.77453e+06,3.17118e+13,9.71384e+13,0,0,1.16973e+08,5.62192e+11,0,1.00245e+12,0,0,0,1.23805e+07,0,0,7.96872e+09,1.25156e+10,6.00895e+11,0,0,0,0,0,0,0,4.10273e+15
11,GSRC,9.13822e+06,4.62412e+06,275035,8.39084e+12,1.04308e+06,2.28337e+14,0,577880,2.73036e+11,5.38659e+14,48.2001,6.66903e+07,2.26892e+08,1.36493e+08,3.16634e+06,11754.6,3.62555e+09,2.25969e+07,0,129735,4.18748e+07,0,1.42371e+08,52163.8,115131,26.8544,0,5.86039e-08,0,8.524e-06,3.32315e-12,0,1.49445e-09,1.9969e-20,4.55108e-17,0,0,2.87507e+12,0,6.17949e+13,0,2.33824e+13,0,3.46002e+11,0,4.19139e+06,3.16601e+13,9.70072e+13,0,0,1.28762e+08,6.21486e+11,0,1.11687e+12,0,0,0,1.30417e+07,0,0,9.89038e+09,1.34058e+10,6.3878e+11,0,0,0,0,0,0,0,4.1088e+15
12,GSRC,8.62051e+06,4.0286e+06,516329,1.30874e+13,1.04005e+06,2.33914e+14,0,1.63992e+06,7.97853e+11,5.51811e+14,556.672,3.76668e+08,3.82219e+08,4.10984e+08,1.71848e+07,135709,4.30692e+10,2.46402e+08,0,3.19397e+06,1.05567e+09,0,2.84145e+09,2.2233e+06,6.03952e+06,2866.09,0,2.80962e-05,0,0.00885044,6.78958e-09,2.71549e-13,6.26441e-06,8.95236e-17,2.09282e-13,0,0,3.52135e+12,0,6.112e+13,0,2.31017e+13,0,1.33788e+12,0,8.33994e+06,3.08833e+13,9.49104e+13,0,0,2.26407e+08,1.11784e+12,0,2.06944e+12,0,0,0,1.68522e+07,0,0,4.15127e+10,2.25927e+10,1.00171e+12,0,0,0,0,0,0,0,4.09144e+15
13,GSRC,8.11467e+06,3.4919e+06,728827,1.71276e+13,1.03689e+06,2.44801e+14,0,3.04251e+06,1.54187e+12,5.77479e+14,2200.99,1.07411e+09,4.88577e+08,7.27361e+08,3.93609e+07,505617,1.68113e+11,8.55841e+08,0,1.90459e+07,6.55264e+09,0,1.37114e+10,1.71632e+07,5.69799e+07,41049.6,0,0.000979812,0,0.507982,5.62229e-07,2.4761e-11,0.00078097,1.21938e-14,2.96426e-11,0,0,4.06367e+12,0,6.0836e+13,0,2.26675e+13,0,2.84523e+12,0,1.24276e+07,3.03604e+13,9.35941e+13,0,0,2.94122e+08,1.47633e+12,0,2.71716e+12,0,0,0,1.86136e+07,0,0,9.69949e+10,3.51019e+10,1.47128e+12,0,0,0,0,0,0,0,4.10804e+15
14,GSRC,7.61883e+06,3.00619e+06,915641,2.09325e+13,1.03357e+06,2.56285e+14,0,4.70824e+06,2.49526e+12,6.04553e+14,6869.25,2.30177e+09,5.61011e+08,1.05386e+09,6.50377e+07,1.20008e+06,4.12513e+11,1.87175e+09,0,6.28299e+07,2.2544e+10,0,3.74174e+10,6.59333e+07,2.65324e+08,255556,0,0.011967,0,9.03454,1.28074e-05,6.07192e-10,0.0237102,3.95564e-13,1.01404e-09,0,0,4.54468e+12,0,6.06666e+13,0,2.20933e+13,0,4.77459e+12,0,1.64558e+07,2.99407e+13,9.26153e+13,0,0,3.40095e+08,1.75467e+12,0,3.16851e+12,0,0,0,1.97854e+07,0,0,1.75549e+11,5.23268e+10,2.11864e+12,0,0,0,0,0,0,0,4.13487e+15
15,GSRC,7.1361e+06,2.56718e+06,1.07864e+06,2.42957e+13,1.03009e+06,2.6872e+14,0,6.55046e+06,3.63155e+12,6.33866e+14,15356.5,4.18427e+09,6.09357e+08,1.37549e+09,9.09638e+07,2.24477e+06,8.07383e+11,3.19808e+09,0,1.52735e+08,5.71316e+10,0,7.55415e+10,1.72772e+08,8.45221e+08,1.02129e+06,0,0.0824278,0,84.8519,0.000144458,7.39753e-09,0.333899,5.96134e-12,1.6052e-08,0,0,4.98896e+12,0,6.05602e+13,0,2.14345e+13,0,7.05429e+12,0,2.04247e+07,2.95784e+13,9.18463e+13,0,0,3.70598e+08,1.95936e+12,0,3.44378e+12,0,0,0,2.07067e+07,0,0,2.73325e+11,7.42213e+10,2.96989e+12,0,0,0,0,0,0,0,4.16997e+15
16,GSRC,6.66736e+06,2.17157e+06,1.21952e+06,2.73556e+13,1.02645e+06,2.81932e+14,0,8.49885e+06,4.93279e+12,6.65011e+14,31153.6,6.80603e+09,6.40186e+08,1.68157e+09,1.1535e+08,3.63689e+06,1.34503e+12,4.69148e+09,0,3.03563e+08,1.18102e+11,0,1.26854e+11,3.61267e+08,2.11493e+09,3.07902e+06,0,0.394438,0,529.228,0.00104095,5.7947e-08,2.88773,5.54519e-11,1.57577e-07,0,0,5.40761e+12,0,6.05113e+13,0,2.07038e+13,0,9.61389e+12,0,2.43361e+07,2.92632e+13,9.12475e+13,0,0,3.89758e+08,2.12399e+12,0,3.61074e+12,0,0,0,2.14467e+07,0,0,3.85586e+11,1.00054e+11,4.03598e+12,0,0,0,0,0,0,0,4.21217e+15
17,GSRC,6.21315e+06,1.81761e+06,1.33882e+06,3.05071e+13,1.02262e+06,2.95813e+14,0,1.05229e+07,6.41826e+12,6.97729e+14,55333.1,1.02168e+10,6.57914e+08,1.96695e+09,1.37063e+08,5.35262e+06,2.03432e+12,6.19921e+09,0,5.28213e+08,2.13546e+11,0,1.88679e+11,6.40746e+08,4.48502e+09,7.55223e+06,0,1.46102,0,2518.54,0.0055686,3.33806e-07,17.9699,3.6923e-10,1.09852e-06,0,0,5.80934e+12,0,6.04918e+13,0,1.99449e+13,0,1.24067e+13,0,2.81901e+07,2.89731e+13,9.07589e+13,0,0,4.00216e+08,2.26992e+12,0,3.71867e+12,0,0,0,2.2065e+07,0,0,5.07212e+11,1.2889e+11,5.31408e+12,0,0,0,0,0,0,0,4.25981e+15
18,GSRC,5.77673e+06,1.5036e+06,1.43739e+06,3.35651e+13,1.01862e+06,3.10034e+14,0,1.25792e+07,8.06643e+12,7.31248e+14,89884.7,1.44096e+10,6.6599e+08,2.22653e+09,1.55571e+08,7.36068e+06,2.84729e+12,7.59504e+09,0,8.32032e+08,3.50299e+11,0,2.5663e+11,1.01439e+09,8.43915e+09,1.60033e+07,0,4.51527,0,9746.89,0.0237593,1.52817e-06,87.5724,1.91763e-09,6.0536e-06,0,0,6.1961e+12,0,6.05117e+13,0,1.91572e+13,0,1.54165e+13,0,3.19879e+07,2.8712e+13,9.04062e+13,0,0,4.0447e+08,2.38711e+12,0,3.75375e+12,0,0,0,2.25948e+07,0,0,6.31199e+11,1.59586e+11,6.78688e+12,0,0,0,0,0,0,0,4.31214e+15
19,GSRC,5.36224e+06,1.2282e+06,1.51637e+06,3.61591e+13,1.01442e+06,3.2525e+14,0,1.45906e+07,9.8392e+12,7.67109e+14,135884,1.93146e+10,6.67715e+08,2.45733e+09,1.70854e+08,9.62037e+06,3.76979e+12,8.78129e+09,0,1.21601e+09,5.31609e+11,0,3.26761e+11,1.46873e+09,1.44663e+10,3.0258e+07,0,12.0077,0,32050.7,0.0851263,5.87489e-06,353.462,8.23922e-09,2.74137e-05,0,0,6.57286e+12,0,6.05837e+13,0,1.83843e+13,0,1.85724e+13,0,3.573e+07,2.84819e+13,9.02033e+13,0,0,4.04381e+08,2.48124e+12,0,3.73942e+12,0,0,0,2.30439e+07,0,0,7.54407e+11,1.90921e+11,8.42795e+12,0,0,0,0,0,0,0,4.37126e+15
20,GSRC,4.96722e+06,989913,1.57674e+06,3.85121e+13,1.01001e+06,3.40977e+14,0,1.65082e+07,1.17033e+13,8.04169e+14,196168,2.48033e+10,6.65344e+08,2.65923e+09,1.82963e+08,1.2075e+07,4.8276e+12,9.7083e+09,0,1.68199e+09,7.65733e+11,0,3.94464e+11,1.98167e+09,2.31132e+10,5.20502e+07,0,28.5507,0,92740.5,0.265152,1.95231e-05,1226.52,3.03411e-08,0.000107234,0,0,6.93797e+12,0,6.07076e+13,0,1.76457e+13,0,2.18814e+13,0,3.9418e+07,2.82844e+13,9.01229e+13,0,0,4.01166e+08,2.56332e+12,0,3.69704e+12,0,0,0,2.34868e+07,0,0,8.71674e+11,2.22323e+11,1.02065e+13,0,0,0,0,0,0,0,4.43565e+15
21,GSRC,4.59527e+06,787082,1.61909e+06,4.1109e+13,1.00541e+06,3.56667e+14,0,1.83404e+07,1.36468e+13,8.41141e+14,275231,3.07141e+10,6.60367e+08,2.82924e+09,1.92579e+08,1.46855e+07,5.92134e+12,1.0359e+10,0,2.21739e+09,1.0438e+12,0,4.56835e+11,2.52212e+09,3.4762e+10,8.35e+07,0,61.5502,0,240329,0.735004,5.84461e-05,3759.18,9.90935e-08,0.000370086,0,0,7.29386e+12,0,6.08977e+13,0,1.69653e+13,0,2.5292e+13,0,4.30538e+07,2.81267e+13,9.02274e+13,0,0,3.95546e+08,2.64346e+12,0,3.65129e+12,0,0,0,2.39246e+07,0,0,9.80702e+11,2.51849e+11,1.2067e+13,0,0,0,0,0,0,0,4.50487e+15
22,GSRC,4.2477e+06,617490,1.64528e+06,4.2968e+13,1.00061e+06,3.72465e+14,0,2.00087e+07,1.55671e+13,8.78366e+14,353933,3.68431e+10,6.55006e+08,2.97056e+09,1.99746e+08,1.7392e+07,7.08594e+12,1.07648e+10,0,2.81288e+09,1.37287e+12,0,5.10253e+11,3.05548e+09,4.98472e+10,1.25517e+08,0,122.19,0,570038,1.8531,0.000156818,10395.6,2.90993e-07,0.0011426,0,0,7.63126e+12,0,6.11333e+13,0,1.6354e+13,0,2.87499e+13,0,4.66376e+07,2.80039e+13,9.04607e+13,0,0,3.88888e+08,2.69679e+12,0,3.57637e+12,0,0,0,2.43643e+07,0,0,1.08001e+12,2.7976e+11,1.39521e+13,0,0,0,0,0,0,0,4.57687e+15
0,H,7.52648e-05,3.21772e-06,0,0,9.85391e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.83364e-05
1,H,7.51819e-05,3.20909e-06,4.75369e-08,0.0402879,9.85338e-06,23.2434,5.02096e-17,1.44818e-09,3.91096e-05,16.2248,8.298e-16,8.40401e-09,5.04913e-05,3.46086e-07,6.00546e-10,1.08177e-14,2.3247e-11,3.21051e-12,3.45073e-11,1.51506e-16,2.36756e-15,1.2106e-17,1.43346e-12,6.85765e-19,2.62244e-17,7.69358e-24,1.53042e-27,7.97618e-36,0,0,0,0,0,0,0,0,0,0.267162,0,14.4223,0,2.08641,0,2.13341e-06,1.02924e-09,0.000418518,0.863509,2.99426,0,0,8.66858e-05,0.000156372,0.732995,3.27425e-05,1.00241e-16,0,0,7.31596e-07,0,0,2.02995e-07,1.0994e-05,0.00714063,3.03972e-25,0,0,0,0,0,0,1482.34
2,H,7.48464e-05,3.17479e-06,2.36898e-07,0.103645,9.85125e-06,23.5582,4.32031e-15,2.26608e-08,0.0012665,21.2325,1.60314e-13,1.62448e-06,0.000454396,1.36561e-05,1.24682e-07,1.1527e-11,3.04722e-08,3.40491e-09,6.05528e-08,1.04108e-12,2.52102e-11,6.39361e-14,1.34144e-08,3.43986e-14,9.98748e-13,1.38445e-18,1.4154e-21,3.86764e-29,3.04268e-30,5.52863e-28,2.76375e-31,0,0,0,0,0,0,0.308467,0,14.432,0,2.09745,0,0.000247717,5.76466e-09,0.00209278,2.67734,14.625,0,0,0.00149273,0.00872216,0.929264,0.00251479,9.44462e-15,0,0,4.72612e-06,0,0,1.00161e-05,5.16787e-05,0.0315417,3.45038e-24,0,0,0,0,0,0,1515.57
3,H,7.4428e-05,3.13243e-06,4.70571e-07,0.129283,9.84858e-06,23.6552,2.43973e-14,6.15792e-08,0.00382837,21.3327,1.61925e-12,1.08737e-05,0.000960522,5.78752e-05,1.08797e-06,2.06588e-10,5.6585e-07,6.09353e-08,1.16938e-06,3.97592e-11,1.02693e-09,2.27156e-12,5.30104e-07,2.83404e-12,7.88801e-11,2.18548e-16,4.5326e-19,2.49569e-26,3.98803e-27,7.34181e-25,7.51032e-28,0,3.24159e-30,0,0,0,0,0.324052,0,14.4357,0,2.10324,0,0.00136989,1.16974e-08,0.00418381,3.34582,19.0602,0,0,0.00410306,0.0313354,0.93589,0.0115044,5.61404e-14,0,0,9.09598e-06,0,0,4.44231e-05,9.58503e-05,0.0523795,2.86299e-23,0,0,0,0,0,0,1523.42
4,H,7.40104e-05,3.09064e-06,7.00835e-07,0.148117,9.84589e-06,23.7686,6.37878e-14,1.07102e-07,0.00687712,21.4349,6.78985e-12,3.04714e-05,0.00144596,0.00012957,3.69845e-06,1.07044e-09,2.95481e-06,3.14788e-07,6.18553e-06,3.16439e-10,8.34749e-09,1.73065e-11,4.22442e-06,3.46571e-11,9.58384e-10,4.00337e-15,1.26098e-17,1.061e-24,2.57654e-25,4.79041e-23,7.37219e-26,0,4.80477e-28,0,0,0,0,0.338816,0,14.4354,0,2.10739,0,0.00342607,1.76404e-08,0.00627244,3.50841,20.1483,0,0,0.00685511,0.0573615,0.944101,0.0241286,1.48337e-13,0,0,1.28567e-05,0,0,0.000103258,0.000133951,0.0683677,1.22119e-22,0,0,0,0,0,0,1525.43
5,H,7.35971e-05,3.0494e-06,9.27754e-07,0.166574,9.84319e-06,23.8816,1.24541e-13,1.58391e-07,0.0103381,21.5368,1.78863e-11,6.19224e-05,0.00191183,0.00022558,8.63047e-06,3.36736e-09,9.44168e-06,9.8762e-07,1.96144e-05,1.35937e-09,3.65715e-08,7.09391e-11,1.78219e-05,1.97612e-10,5.57597e-09,3.10712e-14,1.31196e-16,1.47782e-23,4.8273e-24,9.13173e-22,1.87658e-24,0,1.63921e-26,0,4.87287e-34,0,0,0.352863,0,14.4354,0,2.10971,0,0.00641216,2.35885e-08,0.00835868,3.54406,20.3959,0,0,0.0095574,0.0831806,0.952973,0.0378894,2.86078e-13,0,0,1.61017e-05,0,0,0.000186658,0.000167386,0.0816405,3.45692e-22,0,0,0,0,0,0,1525.71
6,H,7.31824e-05,3.00868e-06,1.15151e-06,0.185736,9.84048e-06,23.9635,2.09173e-13,2.15516e-07,0.0142162,21.6106,3.74232e-11,0.000106641,0.00235848,0.00034316,1.64341e-05,8.09137e-09,2.28962e-05,2.3652e-06,4.72737e-05,4.15271e-09,1.12477e-07,2.07904e-10,5.33962e-05,7.49034e-10,2.14924e-08,1.50153e-13,7.98022e-16,1.13737e-22,4.658e-23,8.82343e-21,2.26196e-23,0,2.48e-25,0,7.46041e-33,0,0,0.366415,0,14.4352,0,2.11291,0,0.0103102,2.9544e-08,0.0104424,3.54788,20.4327,0,0,0.0121748,0.10807,0.961891,0.0516837,4.67839e-13,0,0,1.89121e-05,0,0,0.000294585,0.000197005,0.0934325,7.66033e-22,0,0,0,0,0,0,1525.18
7,H,7.27705e-05,2.96846e-06,1.37215e-06,0.202634,9.83775e-06,24.0785,3.1855e-13,2.77974e-07,0.0185016,21.7142,7.22516e-11,0.000166066,0.0027874,0.000479974,2.74786e-05,1.6404e-08,4.62668e-05,4.7771e-06,9.59413e-05,1.01825e-08,2.78986e-07,4.93615e-10,0.000129148,2.19846e-09,6.42202e-08,5.40544e-13,3.46544e-15,5.96807e-22,2.9622e-22,5.63429e-20,1.72787e-22,0,2.2751e-24,0,6.96275e-32,0,0,0.379439,0,14.4356,0,2.11464,0,0.0150842,3.55028e-08,0.0125237,3.54399,20.418,0,0,0.0147029,0.132169,0.970632,0.0652068,6.91818e-13,0,0,2.13526e-05,0,0,0.000427326,0.000223795,0.103967,1.44803e-21,0,0,0,0,0,0,1524.31
8,H,7.23585e-05,2.92873e-06,1.58978e-06,0.220539,9.83502e-06,24.2031,4.55205e-13,3.45712e-07,0.0231551,21.8266,1.2189e-10,0.000241453,0.00319987,0.000633545,4.21342e-05,2.95874e-08,8.46391e-05,8.58488e-06,0.00017293,2.17353e-08,5.97609e-07,1.01337e-09,0.000269544,5.40655e-09,1.60713e-07,1.58266e-12,1.19187e-14,2.40577e-21,1.40156e-21,2.6832e-19,9.59535e-22,0,1.47793e-23,0,4.59074e-31,0,0,0.391969,0,14.4358,0,2.1162,0,0.0207148,4.14643e-08,0.0146025,3.53827,20.3912,0,0,0.0171425,0.155926,0.979267,0.0784979,9.5623e-13,0,0,2.34782e-05,0,0,0.000585331,0.000248179,0.113849,2.45028e-21,0,0,0,0,0,0,1523.22
9,H,7.19485e-05,2.88947e-06,1.80443e-06,0.237728,9.83227e-06,24.2629,6.20758e-13,4.18608e-07,0.0282228,21.8805,1.86731e-10,0.000334195,0.00359544,0.000802177,6.05139e-05,4.90171e-08,0.000139919,1.41672e-05,0.000285569,4.1494e-08,1.15166e-06,1.86993e-09,0.000504984,1.16867e-08,3.54814e-07,3.99481e-12,3.45733e-14,8.04908e-21,5.36735e-21,1.0357e-18,4.22074e-21,0,7.44452e-23,0,2.33387e-30,0,0,0.404059,0,14.4358,0,2.11632,0,0.0271832,4.74248e-08,0.0166786,3.53227,20.3623,0,0,0.0194976,0.178227,0.987502,0.0911663,1.25933e-12,0,0,2.53367e-05,0,0,0.000768813,0.000270984,0.122903,3.82257e-21,0,0,0,0,0,0,1521.8
